team_name,variant_name,username,agreeableness,openness,conscientiousness,extraversion,neuroticism
BSP,random_forest,libelle156,53.4075,70.87934940944882,42.19863707165109,33.81815272373541,53.93603239656519
BSP,random_forest,drawtheApocalypse,41.96410046728972,53.3925,34.71125,44.37375,45.35125
BSP,random_forest,I_hate_kittens_,40.083866822429904,62.315148622047246,38.65375,40.19625,28.225
BSP,random_forest,gillybean103,43.03318341121496,54.01224901574804,35.595,38.4675,50.43904859484778
BSP,random_forest,DivinePetal,29.59568341121495,82.62474901574804,30.742443535825547,33.59375,47.37978239656519
BSP,random_forest,snapp3r,37.485,58.33849901574804,47.22483060747663,50.17125,42.40875
BSP,random_forest,PHTMz,43.625,62.28349901574804,36.56738707165109,47.21125,56.41926619828259
BSP,random_forest,sporkfood,45.03818341121496,74.41559940944882,41.66608060747663,41.46,56.03103239656519
BSP,random_forest,Luca_Abatemarco,49.75818341121496,56.38514862204725,51.461137071651095,41.9075,54.79875
BSP,random_forest,AliceFishyWishy,41.75636682242991,61.83309940944882,38.41988707165109,42.71315272373541,46.34228239656519
BSP,random_forest,__johnbot__,50.07490070093458,65.82914960629921,43.44369353582555,52.5525,47.416766198282595
BSP,random_forest,xenomouse,52.72693341121495,72.7675974409449,43.698580607476636,29.46375,50.68008099141297
BSP,random_forest,MTFD,33.676366822429905,65.83289960629922,34.621080607476635,41.145,44.055
BSP,random_forest,AresXI,40.073183411214956,61.23974901574804,42.08488707165109,32.13875,47.582064793130364
BSP,random_forest,probably_a_bitch,45.1675,68.04259744094489,45.9825,32.681902723735405,52.71154859484777
BSP,random_forest,KUZGUN27,43.81,50.06434940944882,31.579887071651093,34.4625,65.55758099141298
BSP,random_forest,bdsmthrowthrowthrow,59.26318341121495,58.36704921259843,49.543580607476635,47.08625,46.33279859484777
BSP,random_forest,infjology,29.59568341121495,82.62474901574804,30.742443535825547,33.59375,47.37978239656519
BSP,random_forest,Vahlemon,37.884550233644866,68.53849901574804,47.696137071651094,37.14375,39.2775
BSP,random_forest,mazel-t0v,38.37318341121495,65.06264862204725,33.45477414330218,48.445,44.56176619828259
BSP,random_forest,prettymuchinvisible,44.4525,59.04139862204725,43.194887071651095,35.43625,51.99133099141297
BSP,random_forest,kaypinzur,49.556933411214956,56.65059940944882,47.5775,36.54375,50.550516198282594
BSP,random_forest,justian,54.92875,51.43244881889764,43.46494353582554,32.64125,53.830516198282595
BSP,random_forest,WhatINeverSaid,35.9463668224299,68.59454921259844,32.93244353582555,36.7325,29.035516198282593
BSP,random_forest,Spiderjoy,47.66125,50.426598425196865,47.21244353582555,43.48,47.89133099141296
BSP,random_forest,funfetti_donut,45.249900700934575,56.78244881889765,40.12,43.120652723735404,47.793016198282594
BSP,random_forest,darkbrownvoice,56.93205023364486,55.4327972440945,46.33369353582555,41.4375,56.44861338797815
BSP,random_forest,nothingtoworryabout,39.340116822429906,59.17289960629922,38.41869353582555,40.51125,45.37353239656519
BSP,random_forest,srassy,37.91625,55.68434940944882,41.858467679127735,41.804402723735414,47.104782396565184
BSP,random_forest,Holophonist,39.066366822429906,62.35039960629921,34.63619353582555,48.41375,43.5225
BSP,random_forest,DialMforMuffins,50.1726168224299,58.53599901574804,51.301080607476635,43.80875,44.54559718969556
BSP,random_forest,TheRealJongoBongo,38.048300233644866,59.47829921259843,27.196193535825547,17.865,60.40456479313037
BSP,random_forest,thefiendman,52.29443341121495,51.63579921259843,45.96869353582555,38.29375,52.026032396565185
BSP,random_forest,hypertonality,50.99261682242991,53.58404724409449,47.18375,41.53875,53.73353239656519
BSP,random_forest,247sleepy,36.45136682242991,63.32619881889764,34.6775,22.77,59.30853239656519
BSP,random_forest,Bobowo12,43.52443341121496,43.352848425196854,40.812274143302176,32.19630544747082,46.568830991412966
BSP,random_forest,HalfwayHoagie,45.05443341121496,63.0825,38.734717679127726,49.5275,47.3525
BSP,random_forest,petite_pear,40.97193341121496,65.75389862204726,47.17113707165109,36.16625,44.72551619828259
BSP,random_forest,classykindasassy,38.78648364485982,53.48224901574804,44.135,44.8775,50.75904859484777
BSP,random_forest,RoninSinceBirth,39.94386682242991,58.40099901574804,34.61875,16.97125,66.84603239656519
BSP,random_forest,anomalisk,55.44375,64.74744881889765,44.67358060747663,28.1375,62.79154859484778
BSP,random_forest,girlonyourshoulders,49.39830023364486,47.510148622047254,42.63096767912773,43.96,49.31625
BSP,random_forest,Dickwheel,37.4625,67.30079921259843,44.34,34.80065272373541,45.188532396565186
BSP,random_forest,goyo_goyo,39.50148364485981,65.93514862204725,31.489943535825546,36.025652723735405,67.25676619828259
BSP,random_forest,malachai926,29.186366822429903,72.14494881889765,30.01,27.925,56.619564793130365
BSP,random_forest,Scarz93,50.77,63.06534842519685,35.8875,43.87375,57.82456479313038
BSP,random_forest,Blackdutchie,40.03318341121496,66.43599901574804,37.35738707165109,46.64125,52.774782396565186
BSP,random_forest,HakaseDaNya,59.0875,56.728898622047254,39.18988707165109,23.27,64.05081479313037
BSP,random_forest,VelvetSphincter,33.30511682242991,59.43909842519686,34.83238707165109,40.905,51.75912958626074
BSP,random_forest,xAcesHighx,47.00943341121496,47.94184940944882,38.08363707165109,42.51125,53.254863387978155
BSP,random_forest,Kootlefoosh,31.4675,71.75684940944882,27.158693535825545,37.00125,64.23404859484778
BSP,random_forest,stargirlxotwod,44.79818341121496,58.02429822834646,39.937443535825544,40.17690272373541,46.391766198282596
BSP,random_forest,RainSymph0ny,52.153300233644856,55.59744881889765,46.43744353582555,40.11815272373541,46.91081479313036
BSP,random_forest,linksma,48.62693341121496,48.55329921259843,47.83494353582555,43.46625,49.38029859484778
BSP,random_forest,1mas,40.7275,51.076849409448826,48.257387071651095,47.98875,45.92625
BSP,random_forest,Hsnjllfrqi,40.22023364485981,63.629948818897645,30.462443535825546,34.3325,37.644266198282594
BSP,random_forest,muskawo,55.13443341121495,68.46574803149608,39.171193535825545,39.045,62.98904859484777
BSP,random_forest,Lorpo314,50.60886682242991,63.24329921259843,35.966193535825546,38.415,56.34486338797815
BSP,random_forest,andnowmywatchbegins_,37.94375,70.12119881889765,37.77988707165109,36.9025,51.8675
BSP,random_forest,MrRussian123,47.69375,57.019549212598434,48.14369353582555,37.91,45.63508099141297
BSP,random_forest,falefail,45.58943341121495,71.59389862204725,36.37733060747664,34.4325,53.40508099141297
BSP,random_forest,Apollorashaad,36.60273364485982,56.889349409448826,35.535,41.5925,50.32478239656519
BSP,random_forest,ladylattemotif,46.715116822429906,55.17994881889765,57.53369353582554,37.60375,39.884048594847776
BSP,random_forest,AKilesIN_46,42.708300233644856,56.366849409448825,44.25846767912773,46.7625,40.49875
BSP,random_forest,spralwers,32.21705023364486,70.54204921259843,41.394830607476635,41.34375,42.84926619828259
BSP,random_forest,jeremyfirth,39.47761682242991,78.775,37.06738707165109,37.21,59.03
BSP,random_forest,Shadow_Of_,31.32830023364486,64.89659842519686,33.355,42.0075,38.5705161982826
BSP,random_forest,jelvinjs7,42.89,65.74684940944883,39.22,33.0475,53.30956479313038
BSP,random_forest,Nietzscher,41.98443341121496,59.575399606299214,39.538637071651095,48.525,48.54029859484777
BSP,random_forest,equalityNOTfascism,34.83773364485982,60.91059940944882,37.44363707165109,38.415,51.75728239656519
BSP,random_forest,Haderach88,46.96636682242991,61.85875,40.48744353582555,42.1825,51.0392661982826
